mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	crescendo_hairpin	decrescendo_hairpin
64	64	127	127	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	892										
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	893										
64	64	255/2	255/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	894										
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	895										
65	65	128	128	0.0	0	0	Dynamic	2/4	1	1	0					f									
65	65	128	128	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	896										
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	897										
65	65	129	129	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	898										
65	65	128	128	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	899										
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	900										
65	65	129	129	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	901										
