mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	219		articStaccatoBelow													
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	220		articStaccatoAbove													
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	221		articStaccatoAbove													
22	22	42	42	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	222															
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	223		articAccentStaccatoAbove													
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	224		articStaccatoBelow													
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	225		articStaccatoAbove													
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	226		articStaccatoAbove													
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	227		articStaccatoAbove													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	228		articStaccatoAbove													
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	229		articStaccatoBelow													
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	230		articStaccatoBelow													
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	231		articStaccatoAbove													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	232		articStaccatoAbove													
23	23	44	44	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	233															
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	234		articAccentStaccatoBelow													
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	235		articStaccatoBelow													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	236									26						
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	237		articStaccatoAbove													
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	238		articStaccatoAbove													
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	239		articStaccatoAbove													
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	240		articStaccatoAbove													
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	241		articStaccatoBelow													
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	242		articStaccatoBelow													
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	243		articStaccatoAbove													
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	244		articStaccatoAbove													
24	24	46	46	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	245															
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	246		articAccentStaccatoBelow													
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	247		articStaccatoBelow													
25	25	48	48	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	248		articStaccatoAbove													
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	249		articStaccatoAbove													
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	250		articStaccatoAbove													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	251		articStaccatoAbove													
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	252		articStaccatoAbove													
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	253		articStaccatoAbove													
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	254		articStaccatoAbove													
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	255		articStaccatoAbove													
25	25	48	48	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"												
25	25	48	48	0.0	0	0	Spanner	2/4	2	1	0														4					
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	256		articStaccatoBelow								4					
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	257		articStaccatoBelow								4					
25	25	49	49	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
25	25	49	49	0.0	1/4	1/4	Spanner	2/4	2	1	0																	3	3	
25	25	49	49	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	258									27				3	3	
25	25	295/6	295/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	259									27				3	3	
25	25	148/3	148/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	260									27				3	3	
25	25	99/2	99/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	261									27				3	3	
25	25	149/3	149/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	262									27				3	3	
25	25	299/6	299/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	263									27				3	3	
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	264		articAccentBelow											3	3	
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	265		articStaccatoAbove													
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	266		articStaccatoAbove													
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	267		articStaccatoAbove													
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	268		articStaccatoAbove													
26	26	51	51	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	269		articStaccatoAbove													
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	270		articStaccatoAbove													
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	271		articStaccatoAbove													
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	272		articStaccatoAbove													
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	273		articAccentAbove											3	3	
26	26	101/2	101/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
26	26	101/2	101/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														5					
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	274		articStaccatoBelow								5					
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	275		articStaccatoBelow								5					
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	276		articStaccatoBelow								5					
27	27	52	52	0.0	0	0	Dynamic	2/4	1	1	0					sf														
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	277		articStaccatoAbove													
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	278		articStaccatoAbove													
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	279		articStaccatoAbove													
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	280		articStaccatoAbove													
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	281		articStaccatoAbove													
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	282		articStaccatoAbove													
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	283		articStaccatoAbove													
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	284		articStaccatoAbove													
27	27	52	52	0.0	0	0	Spanner	2/4	2	1	0																			
27	27	52	52	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	285									28						
27	27	313/6	313/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	286									28						
27	27	157/3	157/3	0.0	1/12	1/12	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>quasi trillo"						28						
27	27	157/3	157/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	287									28						
27	27	105/2	105/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	288									28						
27	27	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	289									28						
27	27	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	290									28						
27	27	53	53	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	291									28						
27	27	319/6	319/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	292									28						
27	27	160/3	160/3	0.0	1/3	1/3	Spanner	2/4	2	1	0													28	6					
27	27	160/3	160/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	293									28	6					
27	27	107/2	107/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	294									28	6					
27	27	161/3	161/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	295									28	6					
27	27	323/6	323/6	0.0	11/24	11/24	Spanner	2/4	2	1	0													28						
27	27	323/6	323/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	296									28						
27	27	52	52	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	297															
28	28	54	54	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	298		articStaccatoAbove													
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	299		articStaccatoAbove													
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	300		articStaccatoAbove													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	301		articStaccatoAbove													
28	28	55	55	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	302		articStaccatoAbove													
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	303		articStaccatoAbove													
28	28	111/2	111/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														7					
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	304		articStaccatoBelow								7					
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	305		articStaccatoBelow								7					
28	28	54	54	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	306									28						
28	28	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	307									28						
28	28	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	308									28						
28	28	109/2	109/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	309									28						
28	28	164/3	164/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	310									28						
28	28	329/6	329/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	311									28						
28	28	55	55	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	312									28						
28	28	331/6	331/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	313									28						
28	28	166/3	166/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	314									28						
28	28	111/2	111/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	315									28						
28	28	167/3	167/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	316									28						
28	28	335/6	335/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	317									28						
29	29	56	56	0.0	0	0	Spanner	2/4	1	1	0																			
29	29	56	56	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	318		articStaccatoAbove													
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	319		articStaccatoAbove													
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	320		articStaccatoAbove													
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	321		articStaccatoAbove													
29	29	57	57	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	322		articStaccatoBelow													
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	323		articStaccatoBelow													
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	324		articStaccatoBelow													
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	325		articStaccatoBelow													
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	326		articAccentBelow													
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	327		articStaccatoAbove													
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	328		articStaccatoAbove													
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	329		articStaccatoAbove													
30	30	58	58	0.0	0	0	Spanner	2/4	1	1	0														8					
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	330		articStaccatoBelow								8					
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	331		articStaccatoBelow								8					
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	332		articStaccatoBelow								8					
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	333		articStaccatoBelow								8					
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	334		articStaccatoBelow								8					
30	30	237/4	237/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																			
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	335		articStaccatoBelow													
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	336		articStaccatoBelow													
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	337		articStaccatoBelow													
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	338		articStaccatoAbove													
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	339		articStaccatoAbove													
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	340		articStaccatoAbove													
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	341		articStaccatoAbove													
31	31	60	60	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	342		articStaccatoBelow													
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	343		articStaccatoBelow													
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	344		articStaccatoBelow													
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	345		articStaccatoBelow													
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	346		articStaccatoBelow													
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	347		articStaccatoBelow													
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	348		articStaccatoBelow													
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	349		articStaccatoBelow													
31	31	60	60	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>diminuendo"												
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	350		articStaccatoAbove													
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	351		articStaccatoAbove													
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	352		articStaccatoAbove													
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	353		articStaccatoAbove													
32	32	62	62	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	354		articStaccatoBelow													
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	355		articStaccatoBelow													
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	356		articStaccatoBelow													
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	357		articStaccatoBelow													
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	358		articStaccatoBelow													
32	32	127/2	127/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p														
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	359		articStaccatoAbove													
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	360		articStaccatoAbove													
32	32	62	62	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	361		articStaccatoAbove													
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	362															
32	32	63	63	0.0	1/4	1/4	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."												
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	363		articTenutoBelow													
33	33	64	64	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	364		articStaccatoAbove													
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	365		articStaccatoAbove													
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	366		articStaccatoAbove													
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	367		articStaccatoAbove													
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	368		articStaccatoAbove													
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	369		articStaccatoAbove													
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	370		articStaccatoAbove													
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	371		articStaccatoAbove													
33	33	64	64	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>leggiero"												
33	33	64	64	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	372															
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	373		articStaccatoAbove													
33	33	129/2	129/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														9					
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	374		articStaccatoAbove								9					
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	375		articStaccatoAbove								9					
33	33	65	65	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	376		articStaccatoAbove								9					
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	377		articStaccatoAbove								9					
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	378		articStaccatoAbove								9					
33	33	263/4	263/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																			
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	379		articStaccatoAbove													
34	34	66	66	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	380		articStaccatoAbove													
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	381		articStaccatoAbove													
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	382		articStaccatoAbove													
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	383		articStaccatoAbove													
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	384		articStaccatoAbove													
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	385		articStaccatoAbove													
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	386		articStaccatoAbove													
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	387		articStaccatoAbove													
34	34	66	66	0.0	0	0	Spanner	2/4	2	1	0															5				
34	34	66	66	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	388		articStaccatoAbove									5				
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	389		articStaccatoAbove									5				
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	390		articStaccatoAbove									5				
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	391		articStaccatoAbove									5				
34	34	67	67	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
34	34	67	67	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	392		articStaccatoAbove													
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	393		articStaccatoAbove													
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	394		articStaccatoAbove													
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	395		articStaccatoAbove													
35	35	68	68	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	396		articStaccatoAbove													
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	397		articStaccatoAbove													
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	398		articStaccatoAbove													
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	399		articStaccatoAbove													
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	400		articStaccatoAbove													
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	401		articStaccatoAbove													
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	402		articStaccatoAbove													
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	403		articStaccatoAbove													
35	35	68	68	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	404		articStaccatoAbove													
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	405		articStaccatoAbove													
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	406		articStaccatoAbove													
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	407		articStaccatoAbove													
35	35	69	69	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	408		articStaccatoBelow													
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	409		articStaccatoBelow													
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	410		articStaccatoBelow													
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	411		articStaccatoBelow													
36	36	70	70	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	412		articStaccatoAbove													
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	413		articStaccatoAbove													
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	414		articStaccatoAbove													
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	415		articStaccatoAbove													
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	416															
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	417		articStaccatoAbove													
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	418		articStaccatoAbove													
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																	4	4	
36	36	70	70	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	419									29				4	4	
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	420									29				4	4	
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	421									29				4	4	
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	422									29				4	4	
36	36	71	71	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	423													4	4	
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	424													4	4	
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
36	36	70	70	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	425									30						
36	36	71	71	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	426															
37	37	72	72	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	427		articStaccatoAbove													
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	428		articStaccatoAbove													
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	429		articStaccatoAbove													
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	430		articStaccatoAbove													
37	37	73	73	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	431		articStaccatoAbove													
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	432		articStaccatoAbove													
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	433		articStaccatoAbove													
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	434		articStaccatoAbove													
37	37	72	72	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"												
37	37	72	72	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	435															
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	436		articStaccatoAbove													
37	37	145/2	145/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														10					
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	437		articStaccatoAbove								10					
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	438		articStaccatoAbove								10					
37	37	73	73	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	439		articStaccatoBelow								10					
